concept,type,df_count,df_fraction,status
plasma protein,SURFACE,1,0.025,KEPT
plasma protein c activity,SURFACE,1,0.025,KEPT
plastic surgeons,SURFACE,1,0.025,KEPT
plastic surgery,SURFACE,1,0.025,KEPT
"playful.\"",\n",SURFACE,1,0.025,KEPT
please feel,SURFACE,1,0.025,KEPT
please voice,SURFACE,1,0.025,KEPT
pleural effusion,SURFACE,1,0.025,KEPT
plod2,SURFACE,1,0.025,KEPT
plod2 gene,SURFACE,1,0.025,KEPT
plscr4,SURFACE,1,0.025,KEPT
plscr4 deletion**,SURFACE,1,0.025,KEPT
plscr4 gene,SURFACE,1,0.025,KEPT
pmm2,SURFACE,1,0.025,KEPT
pmm2 analysis,SURFACE,1,0.025,KEPT
pmm2 gene,SURFACE,1,0.025,KEPT
pmm2 gene mutations,SURFACE,1,0.025,KEPT
pmm2 mutation,SURFACE,1,0.025,KEPT
pmm2 mutation**,SURFACE,1,0.025,KEPT
pmm2 protein,SURFACE,1,0.025,KEPT
pmm2 region,SURFACE,1,0.025,KEPT
pmm2 sequencing,SURFACE,1,0.025,KEPT
pmm2 variant’s impact,SURFACE,1,0.025,KEPT
pmm2**,SURFACE,1,0.025,KEPT
pnes,SURFACE,1,0.025,KEPT
"pneumonia.\"",\n\n",SURFACE,1,0.025,KEPT
pneumonia/infectious lung process**,SURFACE,1,0.025,KEPT
point,SURFACE,1,0.025,KEPT
point mutations,SURFACE,1,0.025,KEPT
pointed,SURFACE,1,0.025,KEPT
points i,SURFACE,1,0.025,KEPT
points surrounding **chronic thromboembolic pulmonary hypertension,SURFACE,1,0.025,KEPT
poland,SURFACE,1,0.025,KEPT
poland's,SURFACE,1,0.025,KEPT
poland-m\u00f6bius syndrome,SURFACE,1,0.025,KEPT
poland-möbius syndrome,SURFACE,1,0.025,KEPT
polyangiitis,SURFACE,1,0.025,KEPT
polyangiitis)**,SURFACE,1,0.025,KEPT
polyangiitis**,SURFACE,1,0.025,KEPT
"polyangiitis**
   - **anca testing**",SURFACE,1,0.025,KEPT
"polyangiitis**
   - **testing**",SURFACE,1,0.025,KEPT
polyarteritis nodosa,SURFACE,1,0.025,KEPT
polyarticular,SURFACE,1,0.025,KEPT
polycythemia,SURFACE,1,0.025,KEPT
polyhydramnios,SURFACE,1,0.025,KEPT
polyps,SURFACE,1,0.025,KEPT
polysaccharide,SURFACE,1,0.025,KEPT
poor sucking,SURFACE,1,0.025,KEPT
poorly,SURFACE,1,0.025,KEPT
portal,SURFACE,1,0.025,KEPT
portal system,SURFACE,1,0.025,KEPT
portal vein,SURFACE,1,0.025,KEPT
portal vein thrombosis,SURFACE,1,0.025,KEPT
portal venous system,SURFACE,1,0.025,KEPT
posing,SURFACE,1,0.025,KEPT
positional aggravation,SURFACE,1,0.025,KEPT
positioning,SURFACE,1,0.025,KEPT
positive autoantibody,SURFACE,1,0.025,KEPT
positron emission tomography-ct,SURFACE,1,0.025,KEPT
possible,SURFACE,1,0.025,KEPT
post,SURFACE,1,0.025,KEPT
post-18,SURFACE,1,0.025,KEPT
post-activity chest pain,SURFACE,1,0.025,KEPT
post-amniocentesis,SURFACE,1,0.025,KEPT
post-biopsy,SURFACE,1,0.025,KEPT
post-hemoptysis,SURFACE,1,0.025,KEPT
post-imaging,SURFACE,1,0.025,KEPT
post-infectious,SURFACE,1,0.025,KEPT
post-infectious arthritis**,SURFACE,1,0.025,KEPT
post-infectious inflammatory process,SURFACE,1,0.025,KEPT
post-infectious process,SURFACE,1,0.025,KEPT
post-inflammatory response,SURFACE,1,0.025,KEPT
post-intervention,SURFACE,1,0.025,KEPT
post-ischemic changes,SURFACE,1,0.025,KEPT
post-mortem,SURFACE,1,0.025,KEPT
post-mortem analysis,SURFACE,1,0.025,KEPT
post-mortem hypothermia** –,SURFACE,1,0.025,KEPT
post-mortem interval,SURFACE,1,0.025,KEPT
post-mortem serum,SURFACE,1,0.025,KEPT
post-operative edema,SURFACE,1,0.025,KEPT
post-operative imaging,SURFACE,1,0.025,KEPT
post-operative state,SURFACE,1,0.025,KEPT
post-specialist,SURFACE,1,0.025,KEPT
post-surgical,SURFACE,1,0.025,KEPT
post-surgical assessment,SURFACE,1,0.025,KEPT
post-surgical complications,SURFACE,1,0.025,KEPT
post-surgical evaluation,SURFACE,1,0.025,KEPT
post-surgical follow-up,SURFACE,1,0.025,KEPT
post-testing,SURFACE,1,0.025,KEPT
post-thrombolysis,SURFACE,1,0.025,KEPT
post-treatment,SURFACE,1,0.025,KEPT
posterior,SURFACE,1,0.025,KEPT
posterior segment exam,SURFACE,1,0.025,KEPT
posterior subcapsular,SURFACE,1,0.025,KEPT
posterior subcapsular cataract,SURFACE,1,0.025,KEPT
posterior synechiae,SURFACE,1,0.025,KEPT
posterior temporal regions,SURFACE,1,0.025,KEPT
posterior urethral valves,SURFACE,1,0.025,KEPT
posterior urethral valves**,SURFACE,1,0.025,KEPT
postictal states,SURFACE,1,0.025,KEPT
postmortem,SURFACE,1,0.025,KEPT
postnatal,SURFACE,1,0.025,KEPT
postoperatively,SURFACE,1,0.025,KEPT
postural changes,SURFACE,1,0.025,KEPT
postural drop,SURFACE,1,0.025,KEPT
postural instability,SURFACE,1,0.025,KEPT
potassium,SURFACE,1,0.025,KEPT
potential alternatives,SURFACE,1,0.025,KEPT
potentially,SURFACE,1,0.025,KEPT
potentially affecting,SURFACE,1,0.025,KEPT
practical list,SURFACE,1,0.025,KEPT
practice,SURFACE,1,0.025,KEPT
practices,SURFACE,1,0.025,KEPT
pre-existing,SURFACE,1,0.025,KEPT
precaution,SURFACE,1,0.025,KEPT
precautionary measure,SURFACE,1,0.025,KEPT
precipitated joint,SURFACE,1,0.025,KEPT
precision medicine,SURFACE,1,0.025,KEPT
predicting,SURFACE,1,0.025,KEPT
predispose,SURFACE,1,0.025,KEPT
prednisone,SURFACE,1,0.025,KEPT
predominant,SURFACE,1,0.025,KEPT
predominant focus,SURFACE,1,0.025,KEPT
preeclampsia prevention,SURFACE,1,0.025,KEPT
preemptive care,SURFACE,1,0.025,KEPT
pregnancy discussions,SURFACE,1,0.025,KEPT
pregnancy management,SURFACE,1,0.025,KEPT
pregnancy outcomes,SURFACE,1,0.025,KEPT
pregnancy progresses,SURFACE,1,0.025,KEPT
pregnancy-associated plasma protein-a,SURFACE,1,0.025,KEPT
"pregnancy.\"",\n\n",SURFACE,1,0.025,KEPT
premature coronary artery disease,SURFACE,1,0.025,KEPT
prenatal scans,SURFACE,1,0.025,KEPT
prenatal screen,SURFACE,1,0.025,KEPT
prenatal screening,SURFACE,1,0.025,KEPT
prenatal testing,SURFACE,1,0.025,KEPT
prenatal ultrasound,SURFACE,1,0.025,KEPT
preparation,SURFACE,1,0.025,KEPT
preparations,SURFACE,1,0.025,KEPT
prepubertal results,SURFACE,1,0.025,KEPT
prescription,SURFACE,1,0.025,KEPT
presented,SURFACE,1,0.025,KEPT
presenting,SURFACE,1,0.025,KEPT
preservation,SURFACE,1,0.025,KEPT
pressure,SURFACE,1,0.025,KEPT
pressure overload,SURFACE,1,0.025,KEPT
presurgical,SURFACE,1,0.025,KEPT
prevailing diagnosis,SURFACE,1,0.025,KEPT
prevalence,SURFACE,1,0.025,KEPT
prevalent,SURFACE,1,0.025,KEPT
prevent,SURFACE,1,0.025,KEPT
preventative,SURFACE,1,0.025,KEPT
preventative therapies,SURFACE,1,0.025,KEPT
preventive measure,SURFACE,1,0.025,KEPT
preventive measures,SURFACE,1,0.025,KEPT
preview,SURFACE,1,0.025,KEPT
primary amenorrhea,SURFACE,1,0.025,KEPT
primary approach,SURFACE,1,0.025,KEPT
primary area,SURFACE,1,0.025,KEPT
primary care,SURFACE,1,0.025,KEPT
primary diagnosis leans,SURFACE,1,0.025,KEPT
primary diagnosis of **chronic thromboembolic pulmonary hypertension,SURFACE,1,0.025,KEPT
primary diagnosis of **type i hereditary angioedema (hae)**.,SURFACE,1,0.025,KEPT
primary finding,SURFACE,1,0.025,KEPT
primary goals,SURFACE,1,0.025,KEPT
primary hyperaldosteronism,SURFACE,1,0.025,KEPT
primary hypogonadism,SURFACE,1,0.025,KEPT
primary immunodeficiencies,SURFACE,1,0.025,KEPT
primary immunodeficiencies**,SURFACE,1,0.025,KEPT
primary immunodeficiency,SURFACE,1,0.025,KEPT
primary immunodeficiency database,SURFACE,1,0.025,KEPT
primary infertility,SURFACE,1,0.025,KEPT
primary lesion,SURFACE,1,0.025,KEPT
primary lung cancers,SURFACE,1,0.025,KEPT
primary lung infection,SURFACE,1,0.025,KEPT
primary malignancy,SURFACE,1,0.025,KEPT
primary malignant tumor,SURFACE,1,0.025,KEPT
primary ocular,SURFACE,1,0.025,KEPT
primary ovarian insufficiency,SURFACE,1,0.025,KEPT
primary ovarian insufficiency**,SURFACE,1,0.025,KEPT
primary presentation,SURFACE,1,0.025,KEPT
primary suspect,SURFACE,1,0.025,KEPT
primary symptoms,SURFACE,1,0.025,KEPT
prime,SURFACE,1,0.025,KEPT
"primers.\"",\n",SURFACE,1,0.025,KEPT
prion disease,SURFACE,1,0.025,KEPT
prioritization reflection,SURFACE,1,0.025,KEPT
prioritize **biopsies**,SURFACE,1,0.025,KEPT
prioritize **isomerase activity assays**,SURFACE,1,0.025,KEPT
prioritize **lymph node,SURFACE,1,0.025,KEPT
prioritize scheduling,SURFACE,1,0.025,KEPT
prioritize testing,SURFACE,1,0.025,KEPT
prioritized approach,SURFACE,1,0.025,KEPT
prioritized tests,SURFACE,1,0.025,KEPT
prioritizing **genetic testing,SURFACE,1,0.025,KEPT
prioritizing **repeat,SURFACE,1,0.025,KEPT
prioritizing echocardiography,SURFACE,1,0.025,KEPT
prioritizing significant,SURFACE,1,0.025,KEPT
proactive engagement,SURFACE,1,0.025,KEPT
proactive familial counseling,SURFACE,1,0.025,KEPT
proactive investigations,SURFACE,1,0.025,KEPT
proactive measures,SURFACE,1,0.025,KEPT
proactive planning,SURFACE,1,0.025,KEPT
proactive suggestions,SURFACE,1,0.025,KEPT
proactive systemic workup,SURFACE,1,0.025,KEPT
proactive watchfulness,SURFACE,1,0.025,KEPT
proactively engage,SURFACE,1,0.025,KEPT
probable diagnosis,SURFACE,1,0.025,KEPT
proband's,SURFACE,1,0.025,KEPT
probe,SURFACE,1,0.025,KEPT
probes,SURFACE,1,0.025,KEPT
problematic,SURFACE,1,0.025,KEPT
problematic gait,SURFACE,1,0.025,KEPT
problems,SURFACE,1,0.025,KEPT
procedures,SURFACE,1,0.025,KEPT
processes,SURFACE,1,0.025,KEPT
processing,SURFACE,1,0.025,KEPT
proctor foundation,SURFACE,1,0.025,KEPT
procure,SURFACE,1,0.025,KEPT
procurement,SURFACE,1,0.025,KEPT
productive exchange,SURFACE,1,0.025,KEPT
professionals,SURFACE,1,0.025,KEPT
profile testing,SURFACE,1,0.025,KEPT
profiling,SURFACE,1,0.025,KEPT
progesterone,SURFACE,1,0.025,KEPT
prognostic information,SURFACE,1,0.025,KEPT
prognostication,SURFACE,1,0.025,KEPT
projected route forward,SURFACE,1,0.025,KEPT
projection,SURFACE,1,0.025,KEPT
prolactin,SURFACE,1,0.025,KEPT
prolonged history,SURFACE,1,0.025,KEPT
prominent jaw,SURFACE,1,0.025,KEPT
prompts,SURFACE,1,0.025,KEPT
pronounce,SURFACE,1,0.025,KEPT
properties,SURFACE,1,0.025,KEPT
prophylactic,SURFACE,1,0.025,KEPT
proportions,SURFACE,1,0.025,KEPT
proposed **genetic counseling**,SURFACE,1,0.025,KEPT
proposed final,SURFACE,1,0.025,KEPT
proposed pathway,SURFACE,1,0.025,KEPT
proposed testing pathways,SURFACE,1,0.025,KEPT
proposed tests,SURFACE,1,0.025,KEPT
prospective referrals,SURFACE,1,0.025,KEPT
prostate cancer,SURFACE,1,0.025,KEPT
protein,SURFACE,1,0.025,KEPT
protein 925,SURFACE,1,0.025,KEPT
protein c,SURFACE,1,0.025,KEPT
protein immunoassay,SURFACE,1,0.025,KEPT
protein levels,SURFACE,1,0.025,KEPT
protein s deficiency,SURFACE,1,0.025,KEPT
proteinosis,SURFACE,1,0.025,KEPT
proteinuria,SURFACE,1,0.025,KEPT
prothrombin gene mutation,SURFACE,1,0.025,KEPT
prothrombin time,SURFACE,1,0.025,KEPT
protracted symptoms,SURFACE,1,0.025,KEPT
protruding frontal region,SURFACE,1,0.025,KEPT
"provided.\"",\n\n",SURFACE,1,0.025,KEPT
"provided.\""\n",SURFACE,1,0.025,KEPT
provisional summary,SURFACE,1,0.025,KEPT
proximal dilation,SURFACE,1,0.025,KEPT
proximal splenic vein,SURFACE,1,0.025,KEPT
prudent,SURFACE,1,0.025,KEPT
pruritus,SURFACE,1,0.025,KEPT
psl,SURFACE,1,0.025,KEPT
psoriasis,SURFACE,1,0.025,KEPT
psoriatic,SURFACE,1,0.025,KEPT
psoriatic arthritis**,SURFACE,1,0.025,KEPT
psp,SURFACE,1,0.025,KEPT
psychoeducational resources,SURFACE,1,0.025,KEPT
psychogenic,SURFACE,1,0.025,KEPT
psychogenic non-epileptic seizures,SURFACE,1,0.025,KEPT
psychological aspects,SURFACE,1,0.025,KEPT
psychological factors,SURFACE,1,0.025,KEPT
psychological issues,SURFACE,1,0.025,KEPT
psychological preparedness,SURFACE,1,0.025,KEPT
psychologist,SURFACE,1,0.025,KEPT
psychomotor,SURFACE,1,0.025,KEPT
psychomotor development,SURFACE,1,0.025,KEPT
psychomotor development index,SURFACE,1,0.025,KEPT
psychosocial,SURFACE,1,0.025,KEPT
psychosocial aspects,SURFACE,1,0.025,KEPT
psychosocial concerns,SURFACE,1,0.025,KEPT
psychosocial dynamics,SURFACE,1,0.025,KEPT
psychosocial stressors,SURFACE,1,0.025,KEPT
psychosocial support,SURFACE,1,0.025,KEPT
psychosocial well-being,SURFACE,1,0.025,KEPT
pterygium,SURFACE,1,0.025,KEPT
pterygium**,SURFACE,1,0.025,KEPT
puberty,SURFACE,1,0.025,KEPT
pulmonary angiogram**,SURFACE,1,0.025,KEPT
pulmonary angiography**,SURFACE,1,0.025,KEPT
pulmonary arterial hypertension,SURFACE,1,0.025,KEPT
pulmonary arteries,SURFACE,1,0.025,KEPT
pulmonary artery pressure,SURFACE,1,0.025,KEPT
pulmonary artery pressures,SURFACE,1,0.025,KEPT
pulmonary artery systolic pressure,SURFACE,1,0.025,KEPT
pulmonary bulla,SURFACE,1,0.025,KEPT
pulmonary circulation,SURFACE,1,0.025,KEPT
pulmonary conditions,SURFACE,1,0.025,KEPT
pulmonary cryptococcosis,SURFACE,1,0.025,KEPT
pulmonary edema,SURFACE,1,0.025,KEPT
pulmonary emboli,SURFACE,1,0.025,KEPT
pulmonary embolic events,SURFACE,1,0.025,KEPT
pulmonary embolism assessment,SURFACE,1,0.025,KEPT
pulmonary embolism** –,SURFACE,1,0.025,KEPT
pulmonary embolism** – given,SURFACE,1,0.025,KEPT
pulmonary function,SURFACE,1,0.025,KEPT
pulmonary function test,SURFACE,1,0.025,KEPT
pulmonary function tests**,SURFACE,1,0.025,KEPT
pulmonary haemorrhage,SURFACE,1,0.025,KEPT
pulmonary hemodynamics,SURFACE,1,0.025,KEPT
pulmonary hypoplasia,SURFACE,1,0.025,KEPT
pulmonary infiltrates,SURFACE,1,0.025,KEPT
pulmonary involvement,SURFACE,1,0.025,KEPT
pulmonary lesions,SURFACE,1,0.025,KEPT
pulmonary nodules,SURFACE,1,0.025,KEPT
pulmonary pathology,SURFACE,1,0.025,KEPT
pulmonary pressures,SURFACE,1,0.025,KEPT
"pulmonary shadows.\"",\n  \""physical",SURFACE,1,0.025,KEPT
pulmonary surfactant,SURFACE,1,0.025,KEPT
pulmonary surfactant therapy,SURFACE,1,0.025,KEPT
pulmonary tb,SURFACE,1,0.025,KEPT
pulmonary valve,SURFACE,1,0.025,KEPT
pulmonary valve insufficiency,SURFACE,1,0.025,KEPT
pulmonary valve stenosis,SURFACE,1,0.025,KEPT
pulmonary vascular resistance,SURFACE,1,0.025,KEPT
pulmonary vasculature,SURFACE,1,0.025,KEPT
pulmonary/scarring,SURFACE,1,0.025,KEPT
pulmonologist specializing,SURFACE,1,0.025,KEPT
pulmonology,SURFACE,1,0.025,KEPT
pulse,SURFACE,1,0.025,KEPT
pulse rate,SURFACE,1,0.025,KEPT
pupillary,SURFACE,1,0.025,KEPT
pure-tone audiogram,SURFACE,1,0.025,KEPT
purelink genomic dna mini kit,SURFACE,1,0.025,KEPT
pursue,SURFACE,1,0.025,KEPT
pursue **bronchoscopy,SURFACE,1,0.025,KEPT
pursuing **lymph node,SURFACE,1,0.025,KEPT
pursuit,SURFACE,1,0.025,KEPT
push,SURFACE,1,0.025,KEPT
pws**,SURFACE,1,0.025,KEPT
q angle,SURFACE,1,0.025,KEPT
q22.1,SURFACE,1,0.025,KEPT
q24,SURFACE,1,0.025,KEPT
qrt-pcr,SURFACE,1,0.025,KEPT
quantiferon gold,SURFACE,1,0.025,KEPT
quantiferon gold test,SURFACE,1,0.025,KEPT
quantiferon tb gold test**,SURFACE,1,0.025,KEPT
quantify,SURFACE,1,0.025,KEPT
quantitative,SURFACE,1,0.025,KEPT
quarterly follow-ups,SURFACE,1,0.025,KEPT
queries,SURFACE,1,0.025,KEPT
quest,SURFACE,1,0.025,KEPT
questionnaire,SURFACE,1,0.025,KEPT
questionnaires,SURFACE,1,0.025,KEPT
questions center,SURFACE,1,0.025,KEPT
quick assessment,SURFACE,1,0.025,KEPT
quicker,SURFACE,1,0.025,KEPT
quickly,SURFACE,1,0.025,KEPT
race,SURFACE,1,0.025,KEPT
radial arteries,SURFACE,1,0.025,KEPT
radiation,SURFACE,1,0.025,KEPT
radiation exposure,SURFACE,1,0.025,KEPT
radiographic,SURFACE,1,0.025,KEPT
radiographically,SURFACE,1,0.025,KEPT
radiography,SURFACE,1,0.025,KEPT
radiological,SURFACE,1,0.025,KEPT
radiological analysis,SURFACE,1,0.025,KEPT
radiological changes,SURFACE,1,0.025,KEPT
radiological examinations,SURFACE,1,0.025,KEPT
radiosurgery,SURFACE,1,0.025,KEPT
radius,SURFACE,1,0.025,KEPT
raise,SURFACE,1,0.025,KEPT
raise questions,SURFACE,1,0.025,KEPT
raise significant,SURFACE,1,0.025,KEPT
raise suspicion,SURFACE,1,0.025,KEPT
rashes,SURFACE,1,0.025,KEPT
rates,SURFACE,1,0.025,KEPT
rating,SURFACE,1,0.025,KEPT
ratio,SURFACE,1,0.025,KEPT
rdy kit,SURFACE,1,0.025,KEPT
re-admitted,SURFACE,1,0.025,KEPT
re-consultation,SURFACE,1,0.025,KEPT
re-emphasize,SURFACE,1,0.025,KEPT
re-emphasizing,SURFACE,1,0.025,KEPT
re-engage,SURFACE,1,0.025,KEPT
re-evaluating,SURFACE,1,0.025,KEPT
re-initiating,SURFACE,1,0.025,KEPT
re-initiation,SURFACE,1,0.025,KEPT
reactive arthritis**,SURFACE,1,0.025,KEPT
reactive arthritis** given,SURFACE,1,0.025,KEPT
reactivity,SURFACE,1,0.025,KEPT
readings,SURFACE,1,0.025,KEPT
readmitted,SURFACE,1,0.025,KEPT
reaffirm,SURFACE,1,0.025,KEPT
reaffirming,SURFACE,1,0.025,KEPT
real-time adaptations,SURFACE,1,0.025,KEPT
real-time assessments,SURFACE,1,0.025,KEPT
real-time monitoring,SURFACE,1,0.025,KEPT
reasonable,SURFACE,1,0.025,KEPT
reassessing,SURFACE,1,0.025,KEPT
reassessing conditions,SURFACE,1,0.025,KEPT
reassurance,SURFACE,1,0.025,KEPT
recanalization,SURFACE,1,0.025,KEPT
recapitulation,SURFACE,1,0.025,KEPT
receives,SURFACE,1,0.025,KEPT
receptor-associated periodic syndrome,SURFACE,1,0.025,KEPT
recessive disorders,SURFACE,1,0.025,KEPT
recessive genetic disorders,SURFACE,1,0.025,KEPT
recessive polycystic kidney disease,SURFACE,1,0.025,KEPT
recognizing right heart dysfunction,SURFACE,1,0.025,KEPT
recommendations**,SURFACE,1,0.025,KEPT
recommended assays,SURFACE,1,0.025,KEPT
recommended testing plan,SURFACE,1,0.025,KEPT
record,SURFACE,1,0.025,KEPT
record-keeping,SURFACE,1,0.025,KEPT
recorded,SURFACE,1,0.025,KEPT
recorded body temperature,SURFACE,1,0.025,KEPT
recording symptoms,SURFACE,1,0.025,KEPT
records,SURFACE,1,0.025,KEPT
recovered,SURFACE,1,0.025,KEPT
"recreational drug use.\"",\n\n",SURFACE,1,0.025,KEPT
recur,SURFACE,1,0.025,KEPT
recurrent abdominal pain,SURFACE,1,0.025,KEPT
recurrent cough,SURFACE,1,0.025,KEPT
recurrent fever,SURFACE,1,0.025,KEPT
recurrent infection,SURFACE,1,0.025,KEPT
recurrent pneumonia,SURFACE,1,0.025,KEPT
recurrent redness,SURFACE,1,0.025,KEPT
recurrent symptoms,SURFACE,1,0.025,KEPT
recurrent uveitis,SURFACE,1,0.025,KEPT
recurrent vomiting,SURFACE,1,0.025,KEPT
recurrent whipple's disease,SURFACE,1,0.025,KEPT
recurs,SURFACE,1,0.025,KEPT
red blood cells,SURFACE,1,0.025,KEPT
reduce,SURFACE,1,0.025,KEPT
reduces,SURFACE,1,0.025,KEPT
reduction,SURFACE,1,0.025,KEPT
reference,SURFACE,1,0.025,KEPT
"reference ranges.\""\n}"" **analysis",SURFACE,1,0.025,KEPT
referral list,SURFACE,1,0.025,KEPT
refine groundwork imaging,SURFACE,1,0.025,KEPT
refined,SURFACE,1,0.025,KEPT
refined testing,SURFACE,1,0.025,KEPT
refinement,SURFACE,1,0.025,KEPT
reflective,SURFACE,1,0.025,KEPT
refractory epilepsy,SURFACE,1,0.025,KEPT
refutation,SURFACE,1,0.025,KEPT
regarding,SURFACE,1,0.025,KEPT
region,SURFACE,1,0.025,KEPT
regional context**,SURFACE,1,0.025,KEPT
regional differences,SURFACE,1,0.025,KEPT
regional lymph node dissection,SURFACE,1,0.025,KEPT
regions,SURFACE,1,0.025,KEPT
registration,SURFACE,1,0.025,KEPT
regular **follow-up imaging**,SURFACE,1,0.025,KEPT
regular assessment,SURFACE,1,0.025,KEPT
regular assessments,SURFACE,1,0.025,KEPT
regular evaluations,SURFACE,1,0.025,KEPT
regular medications,SURFACE,1,0.025,KEPT
regular monitoring,SURFACE,1,0.025,KEPT
regular ocular assessments,SURFACE,1,0.025,KEPT
regular psychomotor development,SURFACE,1,0.025,KEPT
regular review,SURFACE,1,0.025,KEPT
regularities,SURFACE,1,0.025,KEPT
regularization,SURFACE,1,0.025,KEPT
regularly assessing,SURFACE,1,0.025,KEPT
regulate,SURFACE,1,0.025,KEPT
rehabilitation,SURFACE,1,0.025,KEPT
rehabilitation specialists,SURFACE,1,0.025,KEPT
reinforced**,SURFACE,1,0.025,KEPT
reinforcing key areas,SURFACE,1,0.025,KEPT
reinforcing responsibility,SURFACE,1,0.025,KEPT
reiterating,SURFACE,1,0.025,KEPT
relationships,SURFACE,1,0.025,KEPT
"relatives.\"",\n\n",SURFACE,1,0.025,KEPT
relay,SURFACE,1,0.025,KEPT
release,SURFACE,1,0.025,KEPT
relief,SURFACE,1,0.025,KEPT
relieve,SURFACE,1,0.025,KEPT
remaining,SURFACE,1,0.025,KEPT
remind,SURFACE,1,0.025,KEPT
reminder,SURFACE,1,0.025,KEPT
remnants,SURFACE,1,0.025,KEPT
removed,SURFACE,1,0.025,KEPT
renal arteries,SURFACE,1,0.025,KEPT
"renal arteries.\"",\n\n",SURFACE,1,0.025,KEPT
renal assessment,SURFACE,1,0.025,KEPT
renal causes,SURFACE,1,0.025,KEPT
renal consequences,SURFACE,1,0.025,KEPT
renal contributions,SURFACE,1,0.025,KEPT
renal cysts,SURFACE,1,0.025,KEPT
renal damage,SURFACE,1,0.025,KEPT
renal dysfunction)**,SURFACE,1,0.025,KEPT
renal function impairment,SURFACE,1,0.025,KEPT
renal insufficiency,SURFACE,1,0.025,KEPT
renal malformations,SURFACE,1,0.025,KEPT
renal manifestation,SURFACE,1,0.025,KEPT
renal manifestations,SURFACE,1,0.025,KEPT
renal parenchymal disease,SURFACE,1,0.025,KEPT
renal pathologies,SURFACE,1,0.025,KEPT
renal pathology,SURFACE,1,0.025,KEPT
renal profile,SURFACE,1,0.025,KEPT
renal structure,SURFACE,1,0.025,KEPT
renal studies,SURFACE,1,0.025,KEPT
renal symptoms,SURFACE,1,0.025,KEPT
renal ultrasound)**,SURFACE,1,0.025,KEPT
renin,SURFACE,1,0.025,KEPT
renin activity**,SURFACE,1,0.025,KEPT
repeating,SURFACE,1,0.025,KEPT
replenishment,SURFACE,1,0.025,KEPT
"reported.\"",\n  \""initial test results\",SURFACE,1,0.025,KEPT
"reported.\"",\n\n",SURFACE,1,0.025,KEPT
reports,SURFACE,1,0.025,KEPT
representation,SURFACE,1,0.025,KEPT
reproductive,SURFACE,1,0.025,KEPT
reproductive anatomy,SURFACE,1,0.025,KEPT
reproductive choices,SURFACE,1,0.025,KEPT
reproductive function,SURFACE,1,0.025,KEPT
reproductive hormone function,SURFACE,1,0.025,KEPT
reproductive options,SURFACE,1,0.025,KEPT
reproductive organs,SURFACE,1,0.025,KEPT
reproductive technologies,SURFACE,1,0.025,KEPT
reproductive tract,SURFACE,1,0.025,KEPT
request,SURFACE,1,0.025,KEPT
requested format,SURFACE,1,0.025,KEPT
reservations,SURFACE,1,0.025,KEPT
reserved,SURFACE,1,0.025,KEPT
reservoir mask,SURFACE,1,0.025,KEPT
resides,SURFACE,1,0.025,KEPT
residual disease,SURFACE,1,0.025,KEPT
residual issues,SURFACE,1,0.025,KEPT
resistance,SURFACE,1,0.025,KEPT
resonate,SURFACE,1,0.025,KEPT
resort,SURFACE,1,0.025,KEPT
respecting,SURFACE,1,0.025,KEPT
"respectively.\""\n",SURFACE,1,0.025,KEPT
respiratory acidosis,SURFACE,1,0.025,KEPT
respiratory assessment,SURFACE,1,0.025,KEPT
respiratory decline,SURFACE,1,0.025,KEPT
respiratory distress syndrome,SURFACE,1,0.025,KEPT
respiratory failure,SURFACE,1,0.025,KEPT
respiratory insufficiency,SURFACE,1,0.025,KEPT
"respiratory insufficiency.\"",\n\n",SURFACE,1,0.025,KEPT
respiratory manifestations,SURFACE,1,0.025,KEPT
respiratory pathogens**,SURFACE,1,0.025,KEPT
respiratory pathology,SURFACE,1,0.025,KEPT
respiratory problems,SURFACE,1,0.025,KEPT
respiratory secretions,SURFACE,1,0.025,KEPT
respiratory status,SURFACE,1,0.025,KEPT
respiratory support,SURFACE,1,0.025,KEPT
respond quickly,SURFACE,1,0.025,KEPT
response to therapy,SURFACE,1,0.025,KEPT
restenosis,SURFACE,1,0.025,KEPT
restricted,SURFACE,1,0.025,KEPT
restrictive lung disease,SURFACE,1,0.025,KEPT
result,SURFACE,1,0.025,KEPT
retained,SURFACE,1,0.025,KEPT
retesting,SURFACE,1,0.025,KEPT
reteval,SURFACE,1,0.025,KEPT
retina thinning,SURFACE,1,0.025,KEPT
retinal,SURFACE,1,0.025,KEPT
retinal degeneration,SURFACE,1,0.025,KEPT
retinal detachment,SURFACE,1,0.025,KEPT
retinal diseases,SURFACE,1,0.025,KEPT
retinal disorders,SURFACE,1,0.025,KEPT
retinal dystrophies,SURFACE,1,0.025,KEPT
retinal dystrophies**,SURFACE,1,0.025,KEPT
retinal function,SURFACE,1,0.025,KEPT
retinal layer loss,SURFACE,1,0.025,KEPT
retinal pigment epithelium,SURFACE,1,0.025,KEPT
retinal thinning,SURFACE,1,0.025,KEPT
retrobulbar anesthesia,SURFACE,1,0.025,KEPT
retromicrognathia,SURFACE,1,0.025,KEPT
return inconclusive,SURFACE,1,0.025,KEPT
return pertinent,SURFACE,1,0.025,KEPT
return sooner,SURFACE,1,0.025,KEPT
return two-and-half months,SURFACE,1,0.025,KEPT
returned,SURFACE,1,0.025,KEPT
revealed,SURFACE,1,0.025,KEPT
